wonder_type,name,age,age_key,cost,description_raw,description_clean,tooltip_raw,tooltip_clean,yields,valid_terrains,valid_biomes,valid_features,required_features,placement_constraints,modifiers,max_world_instances,wiki_article_url,wiki_icon_file_url,fextralife_image_url
WONDER_HA_AMONGA_A_MAUI,Ha'amonga 'a Maui,Antiquity,AGE_ANTIQUITY,375,"+2 [icon:YIELD_CULTURE] Culture. +1 [icon:YIELD_CULTURE] Culture and [icon:YIELD_FOOD] Food on Fishing Boats in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP], [icon:YIELD_WAREHOUSE] Warehouse Bonus. +1 [icon:ATTRIBUTE_CULTURAL] Cultural [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to Coast.","+2 Culture. +1 Culture and Food on Fishing Boats in this Settlement, Warehouse Bonus. +1 Cultural Attribute Point. Ageless. Must be placed adjacent to Coast.","+1 [icon:YIELD_CULTURE] Culture and [icon:YIELD_FOOD] Food on Fishing Boats in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP], [icon:YIELD_WAREHOUSE] Warehouse Bonus. +1 [icon:ATTRIBUTE_CULTURAL] Cultural [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point.[n] Must be placed adjacent to Coast.","+1 Culture and Food on Fishing Boats in this Settlement, Warehouse Bonus. +1 Cultural Attribute Point. Must be placed adjacent to Coast.",+2 CULTURE,,,,,,MOD_HA_AMONGA_A_MAUI_CULTURAL_ATTRIBUTE,1,https://civilization.fandom.com/wiki/Ha'amonga_'a_Maui_(Civ7),https://civilization.fandom.com/wiki/File:Ha'amonga_'a_Maui_(Civ7).png,
WONDER_HANGING_GARDENS,Hanging Gardens,Antiquity,AGE_ANTIQUITY,275,"+1 [icon:YIELD_FOOD] Food on Farms in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP], [icon:YIELD_WAREHOUSE] Warehouse Bonus. +10% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in all [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP]. +1 [icon:ATTRIBUTE_EXPANSIONIST] Expansionist [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a River.","+1 Food on Farms in this Settlement, Warehouse Bonus. +10% Growth Rate in all Cities. +1 Expansionist Attribute. Ageless. Must be placed adjacent to a River.","+1 [icon:YIELD_FOOD] Food on Farms in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP], [icon:YIELD_WAREHOUSE] Warehouse Bonus. +10% [icon:GROWTH_RATE] [TIP:LOC_PEDIA_CONCEPTS_GROWTH_RATE_TOOLTIP]Growth Rate[/TIP] in all [icon:YIELD_CITIES] [TIP:LOC_PEDIA_CONCEPTS_CITIES_TOOLTIP]Cities[/TIP]. +1 [icon:ATTRIBUTE_EXPANSIONIST] Expansionist [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point.[n]Must be placed adjacent to a River.","+1 Food on Farms in this Settlement, Warehouse Bonus. +10% Growth Rate in all Cities. +1 Expansionist Attribute Point.Must be placed adjacent to a River.",,,,,,adj_river,MOD_HANGING_GARDENS_EXPANSIONIST_ATTRIBUTE; MOD_HANGING_GARDENS_GROWTH_RATE,1,https://civilization.fandom.com/wiki/Hanging_Gardens_(Civ7),https://civilization.fandom.com/wiki/File:Hanging_Gardens_(Civ7).png,
WONDER_MAUSOLEUM_AT_HALICARNASSUS,Mausoleum at Halicarnassus,Antiquity,AGE_ANTIQUITY,450,"+3 [icon:YIELD_PRODUCTION] Production. The first time each [TIP:LOC_PEDIA_CONCEPTS_CAVALRY_UNITS_TOOLTIP]Cavalry Unit[/TIP] is destroyed, it respawns in the closest [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] you own at 25% [icon:Action_Heal] HP. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on [TIP:LOC_PEDIA_CONCEPTS_FLAT_TERRAIN_TOOLTIP]Flat Terrain[/TIP] and adjacent to Coast.","+3 Production. The first time each Cavalry Unit is destroyed, it respawns in the closest Settlement you own at 25% HP. Ageless. Must be placed on Flat Terrain and adjacent to Coast.","The first time each [TIP:LOC_PEDIA_CONCEPTS_CAVALRY_UNITS_TOOLTIP]Cavalry Unit[/TIP] is destroyed, it respawns in the closest [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP] you own at 25% [icon:Action_Heal] HP.[N]Must be placed on [TIP:LOC_PEDIA_CONCEPTS_FLAT_TERRAIN_TOOLTIP]Flat Terrain[/TIP] and adjacent to Coast.","The first time each Cavalry Unit is destroyed, it respawns in the closest Settlement you own at 25% HP.Must be placed on Flat Terrain and adjacent to Coast.",+3 PRODUCTION,FLAT,,,,terrain:FLAT,MOD_MAUSOLEUM_AT_HALICARNASSUS_RESPAWN,1,https://civilization.fandom.com/wiki/Mausoleum_at_Halicarnassus_(Civ7),https://civilization.fandom.com/wiki/File:Mausoleum_at_Halicarnassus_(Civ7).png,
WONDER_MAUSOLEUM_OF_THEODORIC,Mausoleum of Theodoric,Antiquity,AGE_ANTIQUITY,450,+3 [icon:YIELD_PRODUCTION] Production. Land Units grant +100% [icon:Action_Pillage] Pillage Yields and [icon:Action_Heal] HP. +1 [icon:ATTRIBUTE_MILITARISTIC] Militaristic [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to Coast.,+3 Production. Land Units grant +100% Pillage Yields and HP. +1 Militaristic Attribute Point. Ageless. Must be placed adjacent to Coast.,[TIP:LOC_PEDIA_CONCEPTS_LAND_UNITS_TOOLTIP]Land Units[/TIP] gain +100% yields and HP from pillaging. +1 [icon:ATTRIBUTE_MILITARISTIC] Militaristic [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point.[n]Must be placed adjacent to Coast.,Land Units gain +100% yields and HP from pillaging. +1 Militaristic Attribute Point.Must be placed adjacent to Coast.,+3 PRODUCTION,,,,,,MOD_MAUSOLEUM_OF_THEODORIC_MILITARISTIC_ATTRIBUTE; MOD_MAUSOLEUM_OF_THEODORIC_PILLAGE_BUILDINGS; MOD_MAUSOLEUM_OF_THEODORIC_PILLAGE_IMPROVEMENTS,1,https://civilization.fandom.com/wiki/Mausoleum_of_Theodoric_(Civ7),https://civilization.fandom.com/wiki/File:Mausoleum_of_Theodoric_(Civ7).png,
WONDER_MONKS_MOUND,Monks Mound,Antiquity,AGE_ANTIQUITY,450,+3 [icon:YIELD_FOOD] Food. +4 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a River.,+3 Food. +4 Resource Capacity in this Settlement. Ageless. Must be placed adjacent to a River.,+4 [icon:RADIAL_RESOURCES] [TIP:LOC_PEDIA_CONCEPTS_RESOURCE_CAPACITY_TOOLTIP]Resource Capacity[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[n] Must be placed adjacent to a River.,+4 Resource Capacity in this Settlement. Must be placed adjacent to a River.,+3 FOOD,,,,,adj_river,MOD_MONKS_MOUND_RESOURCE_CAP,1,https://civilization.fandom.com/wiki/Monks_Mound_(Civ7),https://civilization.fandom.com/wiki/File:Monks_Mound_(Civ7).png,
WONDER_MUNDO_PERDIDO,Mundo Perdido,Antiquity,AGE_ANTIQUITY,375,+1 [icon:YIELD_SCIENCE] Science on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and +1 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [icon:CITY_UNIMPROVED] Tropical Terrain in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Tropical.,+1 Science on Improvements and +1 Happiness on Districts on Tropical Terrain in this Settlement. Ageless. Must be placed on Tropical.,+1 [icon:YIELD_SCIENCE] Science on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and +1 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [icon:CITY_UNIMPROVED] Tropical Terrain in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[n]Must be placed on Tropical.,+1 Science on Improvements and +1 Happiness on Districts on Tropical Terrain in this Settlement.Must be placed on Tropical.,,,TROPICAL,,,biome:TROPICAL,MOD_MUNDO_PERDIDO_URBAN_HAPPINESS,1,https://civilization.fandom.com/wiki/Mundo_Perdido_(Civ7),https://civilization.fandom.com/wiki/File:Mundo_Perdido_(Civ7).png,
WONDER_NALANDA,Nalanda,Antiquity,AGE_ANTIQUITY,450,+3 [icon:YIELD_SCIENCE] Science. Gain 1 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_CODEX_TOOLTIP]Codex[/TIP]. Has 2 [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +1 [icon:ATTRIBUTE_SCIENTIFIC] Scientific [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. +3 [icon:SCIENCE_VP] Innovation. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Plains.,+3 Science. Gain 1 Codex. Has 2 Great Work slots. +1 Scientific Attribute Point. +3 Innovation. Ageless. Must be placed on Plains.,Gain 1 [icon:NAR_REW_GREATWORK] [TIP:LOC_PEDIA_CONCEPTS_CODEX_TOOLTIP]Codex[/TIP]. Has 2 [TIP:LOC_PEDIA_CONCEPTS_GREAT_WORKS_TOOLTIP]Great Work[/TIP] slots. +1 [icon:ATTRIBUTE_SCIENTIFIC] Scientific [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. +3 [icon:SCIENCE_VP] Innovation. [n]Must be placed on Plains.,Gain 1 Codex. Has 2 Great Work slots. +1 Scientific Attribute Point. +3 Innovation. Must be placed on Plains.,+3 SCIENCE,,PLAINS,,,biome:PLAINS,MOD_NALANDA_FREE_CODEX; MOD_NALANDA_SCIENCE_VP; MOD_NALANDA_SCIENTIFIC_ATTRIBUTE,1,https://civilization.fandom.com/wiki/Nalanda_(Civ7),https://civilization.fandom.com/wiki/File:Nalanda_(Civ7).png,
WONDER_ORACLE,Oracle,Antiquity,AGE_ANTIQUITY,375,"+2 [icon:YIELD_CULTURE] Culture. When gaining rewards from a [icon:NAR_REW_DEFAULT] Narrative Event, gain an additional 20 [icon:YIELD_CULTURE] Culture per [TIP:LOC_PEDIA_CONCEPTS_AGE_TOOLTIP]Age[/TIP]. +1 [icon:ATTRIBUTE_WILDCARD] Wildcard [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP].","+2 Culture. When gaining rewards from a Narrative Event, gain an additional 20 Culture per Age. +1 Wildcard Attribute Point. Ageless. Must be placed on Rough Terrain.","When gaining rewards from a [icon:NAR_REW_DEFAULT] Narrative Event, gain an additional 20 [icon:YIELD_CULTURE] Culture per [TIP:LOC_PEDIA_CONCEPTS_AGE_TOOLTIP]Age[/TIP]. +1 [icon:ATTRIBUTE_WILDCARD] Wildcard [TIP:LOC_PEDIA_CONCEPTS_ATTRIBUTE_TOOLTIP]Attribute[/TIP] Point.[n]Must be placed on [TIP:LOC_PEDIA_CONCEPTS_ROUGH_TERRAIN_TOOLTIP]Rough Terrain[/TIP].","When gaining rewards from a Narrative Event, gain an additional 20 Culture per Age. +1 Wildcard Attribute Point.Must be placed on Rough Terrain.",+2 CULTURE,HILL,,,,terrain:HILL,MOD_ORACLE_NARRATIVE_EVENT_CULTURE; MOD_ORACLE_WILDCARD_ATTRIBUTE,1,https://civilization.fandom.com/wiki/Oracle_(Civ7),https://civilization.fandom.com/wiki/File:Oracle_(Civ7).png,
WONDER_PETRA,Petra,Antiquity,AGE_ANTIQUITY,375,+1 [icon:YIELD_PRODUCTION] Production on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and +1 [icon:YIELD_GOLD] Gold on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [icon:CITY_UNIMPROVED] Desert Terrain in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Desert.,+1 Production on Improvements and +1 Gold on Districts on Desert Terrain in this Settlement. Ageless. Must be placed on Desert.,+1 [icon:YIELD_PRODUCTION] Production on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and +1 [icon:YIELD_GOLD] Gold on [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [icon:CITY_UNIMPROVED] Desert Terrain in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[n]Must be placed on Desert.,+1 Production on Improvements and +1 Gold on Districts on Desert Terrain in this Settlement.Must be placed on Desert.,,,DESERT,,,biome:DESERT,MOD_PETRA_RURAL_PRODUCTION; MOD_PETRA_URBAN_GOLD,1,https://civilization.fandom.com/wiki/Petra_(Civ7),https://civilization.fandom.com/wiki/File:Petra_(Civ7).png,
WONDER_PYRAMID_OF_THE_SUN,Pyramid Of The Sun,Antiquity,AGE_ANTIQUITY,450,+3 [icon:YIELD_CULTURE] Culture. +2 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on [TIP:LOC_PEDIA_CONCEPTS_FLAT_TERRAIN_TOOLTIP]Flat Terrain[/TIP] adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+3 Culture. +2 Culture on Quarters in this Settlement. Ageless. Must be placed on Flat Terrain adjacent to a District.,+2 [icon:YIELD_CULTURE] Culture on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[n]Must be placed on [TIP:LOC_PEDIA_CONCEPTS_FLAT_TERRAIN_TOOLTIP]Flat Terrain[/TIP] adjacent to a [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]District[/TIP].,+2 Culture on Quarters in this Settlement.Must be placed on Flat Terrain adjacent to a District.,+3 CULTURE,FLAT,,,,terrain:FLAT; adj_district:DISTRICT_URBAN,MOD_PYRAMID_OF_THE_SUN_URBAN_CULTURE,1,https://civilization.fandom.com/wiki/Pyramid_of_the_Sun_(Civ7),https://civilization.fandom.com/wiki/File:Pyramid_of_the_Sun_(Civ7).png,
WONDER_PYRAMIDS,Pyramids,Antiquity,AGE_ANTIQUITY,275,+1 [icon:YIELD_GOLD] Gold and [icon:YIELD_PRODUCTION] Production on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_MINOR_RIVER_TOOLTIP]Minor River[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable River[/TIP] tiles in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable River[/TIP] not in Tundra.,+1 Gold and Production on Improvements and Districts on Minor River and Navigable River tiles in this Settlement. Ageless. Must be placed adjacent to a Navigable River not in Tundra.,+1 [icon:YIELD_GOLD] Gold and [icon:YIELD_PRODUCTION] Production on [icon:CITY_RURAL] [TIP:LOC_PEDIA_CONCEPTS_IMPROVEMENT_TOOLTIP]Improvements[/TIP] and [icon:CITY_URBAN] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Districts[/TIP] on [TIP:LOC_PEDIA_CONCEPTS_MINOR_RIVER_TOOLTIP]Minor River[/TIP] and [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable River[/TIP] tiles in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[n]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable River[/TIP] not in Tundra.,+1 Gold and Production on Improvements and Districts on Minor River and Navigable River tiles in this Settlement.Must be placed adjacent to a Navigable River not in Tundra.,,,"DESERT,GRASSLAND,PLAINS,TROPICAL",,,"biome:DESERT,GRASSLAND,PLAINS,TROPICAL",MOD_PYRAMIDS_URBAN_GOLD; MOD_PYRAMIDS_URBAN_PRODUCTION,1,https://civilization.fandom.com/wiki/Pyramids_(Civ7),https://civilization.fandom.com/wiki/File:Pyramids_(Civ7).png,https://static0.fextralifeimages.com/file/civ7/8/80/Pyramids-wonder-civ-7-wiki-guide.png
WONDER_SANCHI_STUPA,Sanchi Stupa,Antiquity,AGE_ANTIQUITY,450,+3 [icon:YIELD_HAPPINESS] Happiness. +1 [icon:YIELD_CULTURE] Culture for every 5 excess [icon:YIELD_HAPPINESS] Happiness in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Plains.,+3 Happiness. +1 Culture for every 5 excess Happiness in this Settlement. Ageless. Must be placed on Plains.,+1 [icon:YIELD_CULTURE] Culture for every 5 excess [icon:YIELD_HAPPINESS] Happiness in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[n]Must be placed on Plains.,+1 Culture for every 5 excess Happiness in this Settlement.Must be placed on Plains.,+3 HAPPINESS,,PLAINS,,,biome:PLAINS,MOD_SANCHI_STUPA_HAPPINESS_CULTURE,1,https://civilization.fandom.com/wiki/Sanchi_Stupa_(Civ7),https://civilization.fandom.com/wiki/File:Sanchi_Stupa_(Civ7).png,
WONDER_TERRACOTTA_ARMY,Terracotta Army,Antiquity,AGE_ANTIQUITY,375,+2 [icon:YIELD_PRODUCTION] Production. Grants a free [icon:UNIT_ARMY_COMMANDER] Army Commander when built. +25% [TIP:LOC_PEDIA_CONCEPTS_EXPERIENCE_TOOLTIP]Commander Experience[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Grassland.,+2 Production. Grants a free Army Commander when built. +25% Commander Experience. Ageless. Must be placed on Grassland.,Grants a free [icon:UNIT_ARMY_COMMANDER] Army Commander when built. +25% [TIP:LOC_PEDIA_CONCEPTS_EXPERIENCE_TOOLTIP]Commander Experience[/TIP].[n]Must be placed on Grassland.,Grants a free Army Commander when built. +25% Commander Experience.Must be placed on Grassland.,+2 PRODUCTION,,GRASSLAND,,,biome:GRASSLAND,MOD_TERRACOTTA_ARMY_COMMANDER; MOD_TERRACOTTA_ARMY_COMMANDER_XP,1,https://civilization.fandom.com/wiki/Terracotta_Army_(Civ7),https://civilization.fandom.com/wiki/File:Terracotta_Army_(Civ7).png,
WONDER_WEIYANG_PALACE,Weiyang Palace,Antiquity,AGE_ANTIQUITY,375,+3 [icon:YIELD_DIPLOMACY] Influence. +1 [icon:NAR_REW_TRADITION_SLOT] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] Slot. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed on Grassland.,+3 Influence. +1 Tradition Slot. Ageless. Must be placed on Grassland.,+1 [icon:NAR_REW_TRADITION_SLOT] [TIP:LOC_PEDIA_CONCEPTS_TRADITION_TOOLTIP]Tradition[/TIP] Slot. Must be placed on Grassland.,+1 Tradition Slot. Must be placed on Grassland.,+3 DIPLOMACY,,GRASSLAND,,,biome:GRASSLAND,MOD_WEIYANG_PALACE_TRADITION_SLOT,1,https://civilization.fandom.com/wiki/Weiyang_Palace_(Civ7),https://civilization.fandom.com/wiki/File:Weiyang_Palace_(Civ7).png,
WONDER_BOROBUDUR,Borobudur,Exploration,AGE_EXPLORATION,600,+3 [icon:YIELD_HAPPINESS] Happiness. +3 [icon:YIELD_FOOD] Food and +1 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to Coast.,+3 Happiness. +3 Food and +1 Happiness on Quarters in this Settlement. Ageless. Must be placed adjacent to Coast.,+3 [icon:YIELD_FOOD] Food and +1 [icon:YIELD_HAPPINESS] Happiness on [icon:CITY_UNIQUE_QUARTER] [TIP:LOC_PEDIA_CONCEPTS_DISTRICT_TOOLTIP]Quarters[/TIP] in this [TIP:LOC_PEDIA_CONCEPTS_SETTLEMENT_TOOLTIP]Settlement[/TIP].[N]Must be placed adjacent to Coast.,+3 Food and +1 Happiness on Quarters in this Settlement.Must be placed adjacent to Coast.,+3 HAPPINESS,,,,,,MOD_BOROBUDUR_URBAN_FOOD; MOD_BOROBUDUR_URBAN_HAPPINESS,1,https://civilization.fandom.com/wiki/Borobudur_(Civ7),https://civilization.fandom.com/wiki/File:Borobudur_(Civ7).png,
WONDER_BRIHADEESWARAR_TEMPLE,Brihadeeswarar Temple,Exploration,AGE_EXPLORATION,600,+3 [icon:YIELD_DIPLOMACY] Influence. All [icon:CITY_BUILDING_LIST] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in this Settlement gain a +1 [icon:YIELD_HAPPINESS] Happiness Adjacency for [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP]. [TIP:LOC_PEDIA_CONCEPTS_AGELESS_TOOLTIP]Ageless[/TIP]. Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable River[/TIP] or on a [TIP:LOC_PEDIA_CONCEPTS_MINOR_RIVER_TOOLTIP]Minor River[/TIP].,+3 Influence. All Buildings in this Settlement gain a +1 Happiness Adjacency for Navigable Rivers. Ageless. Must be placed adjacent to a Navigable River or on a Minor River.,All [icon:CITY_BUILDING_LIST] [TIP:LOC_PEDIA_CONCEPTS_BUILDINGS_TOOLTIP]Buildings[/TIP] in this Settlement gain a +1 [icon:YIELD_HAPPINESS] Happiness Adjacency for [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable Rivers[/TIP].[N]Must be placed adjacent to a [TIP:LOC_PEDIA_CONCEPTS_NAVIGABLE_RIVER_TOOLTIP]Navigable River[/TIP] or on a [TIP:LOC_PEDIA_CONCEPTS_MINOR_RIVER_TOOLTIP]Minor River[/TIP].,All Buildings in this Settlement gain a +1 Happiness Adjacency for Navigable Rivers.Must be placed adjacent to a Navigable River or on a Minor River.,+3 DIPLOMACY,,,,,adj_river,MOD_BRIHADEESWARAR_TEMPLE_ADJACENCT_NAVIGABLE_HAPPINESS,1,https://civilization.fandom.com/wiki/Brihadeeswarar_Temple_(Civ7),https://civilization.fandom.com/wiki/File:Brihadeeswarar_Temple_(Civ7).png,
